id,question,correctAnswer,answerA,answerB,answerC,answerD
8512,first discovered werner arber attempts render e. coli b/r sensitive lambda phage.,C,Hamiltonian (quantum mechanics),Group (mathematics),Restriction enzyme,Don Giovanni
8513,process terminated dephosphorylations following inactivation kinase mpf proteolysis cyclin subunits.,A,Mitosis,Georg Wilhelm Friedrich Hegel,Group (mathematics),Hamiltonian (quantum mechanics)
8515,neostigmine used treat myasthenia gravis inhibits breakdown substance.,B,Georg Wilhelm Friedrich Hegel,Acetylcholine,Group (mathematics),Hamiltonian (quantum mechanics)
8516,"since dna copying error checking, probability random mutation much higher, leading diseases kearn-sayre syndrome.",D,Talcott Parsons,Wittig reaction,Determinant,Mitochondrion
8517,commercially available samples protein obtained one two sources: avian myeloblastosis virus moloney murine leukemia virus.,B,Clarinet,Reverse transcriptase,Group (mathematics),Hamiltonian (quantum mechanics)
8518,process solves one problems plants face land: rubisco bind oxygen efficiently carbon dioxide.,B,Hamiltonian (quantum mechanics),Photosynthesis,Georg Wilhelm Friedrich Hegel,Group (mathematics)
8520,"first described disease late 1930s, common genetic disease amongst people european ancestry, approximately one twenty-five carrying one normal gene one causing it.",D,Alzheimer's disease,Microtubule,Citric acid cycle,Cystic fibrosis
8521,"cholera toxin irreversibly adds adp-ribosyl group alpha subunit these, essentially causing permanent activation.",D,Georg Wilhelm Friedrich Hegel,Group (mathematics),Hamiltonian (quantum mechanics),G protein
8522,"britain, referred namesake's ""chorea,"" referring notable outward symptom disease.",D,Hamiltonian (quantum mechanics),Don Giovanni,Group (mathematics),Huntington's disease
8523,"one relationship, envelop gonidia allow reproduction via soredia.",A,Hypha,Hamiltonian (quantum mechanics),Group (mathematics),Don Giovanni
8524,"cutaneous innervation part external ear, irritation may lead referred cough due nerve's motor innervation throat.",A,Vagus nerve,Hamiltonian (quantum mechanics),Don Giovanni,Group (mathematics)
8525,"women given birth, hormone accumulates cerebrospinal fluid believed aid development maternal instincts.",D,Georg Wilhelm Friedrich Hegel,Group (mathematics),Hamiltonian (quantum mechanics),Oxytocin
8526,"shortest part larger structure, 9 11 inches long.",D,Group (mathematics),Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Duodenum
8528,"along chordates two minor phyla, phylum's members deuterostomes.",C,Glycolysis,Mitochondrion,Echinoderm,Phloem
8529,amino acid highly abundant motifs bind sh3 protein domains.,D,Georg Wilhelm Friedrich Hegel,Group (mathematics),Hamiltonian (quantum mechanics),Proline
8530,"formation secondary walls involves intense activity dictyosomes, produce numerous vesicles migrate primary wall fuse plasmalemma layer.",A,Xylem,Calcium,Arsenic,Zinc
8531,"sufferers caroli disease often show symptoms vomiting organ's enlargement, receiving transplant healthy one improved condition sufferers criggler-najjar syndrome.",D,Hamiltonian (quantum mechanics),Don Giovanni,Group (mathematics),Liver
8533,"velamentous variety may cause fatal bleeding, previa condition may occur implantation occurs incorrect area.",A,Placenta,Hamiltonian (quantum mechanics),Group (mathematics),Georg Wilhelm Friedrich Hegel
8534,"site rare diseases crigler-najjar syndrome, dubin-johnson syndrome, budd-chiari syndrome, surrounded glisson capsule.",A,Liver,Retina,Spleen,Cholera
8535,"anatomic structure lies upper end crista terminalis near opening superior vena cava, supplied branch right coronary artery.",D,Group (mathematics),Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Sinoatrial node
8537,"extant g monomers, require critical concentration forming long double-helix f polymers function.",D,Don Giovanni,Hamiltonian (quantum mechanics),Group (mathematics),Actin
8538,"autosomal dominant genetic disease, caused defect fbn-1, fibrillin extracellular glycoprotein.",B,Georg Wilhelm Friedrich Hegel,Marfan syndrome,Group (mathematics),Hamiltonian (quantum mechanics)
8539,"generally causes immunosuppression expression il-10 receptor antagonist, virus paradoxically cause autoimmune disease polyclonal b cell expansion.",B,Georg Wilhelm Friedrich Hegel,Epstein-Barr virus,Hamiltonian (quantum mechanics),Group (mathematics)
205149,"one constructs, barrier unstable metastable region given spinodal, always lies inside binodal.",D,Hamiltonian (quantum mechanics),Group (mathematics),Georg Wilhelm Friedrich Hegel,Phase diagram
8542,"structure found old world porcupines; rabbits; and, notably, humans monkeys, common tumor carcinoid.",C,Georg Wilhelm Friedrich Hegel,Group (mathematics),Vermiform appendix,Hamiltonian (quantum mechanics)
8543,impaired function structure causes abnormal growth poky strain neurospora mold petite mutation saccharomyces results mutation.,B,Hamiltonian (quantum mechanics),Mitochondrion,Georg Wilhelm Friedrich Hegel,Group (mathematics)
8544,rag-1 gene expressed stages recombination taking place molecules.,C,Alzheimer's disease,RNA interference,Antibody,Adenosine triphosphate
8545,patients von hippel-lindau disease unable regulate physical process longer downregulate hif1.,D,Hamiltonian (quantum mechanics),Group (mathematics),Georg Wilhelm Friedrich Hegel,Angiogenesis
8546,"protein highly multifunctional consists transactivation domain, proline rich domain, dna binding domain, c-terminal regulatory region.",A,P53,Georg Wilhelm Friedrich Hegel,Group (mathematics),Hamiltonian (quantum mechanics)
8547,vaccine disease developed niaid scientists using recombinant version outer surface protein found bacterium causing it.,D,Hamiltonian (quantum mechanics),Transcription (genetics),Group (mathematics),Lyme disease
8548,"one forms this, 6-formylpterin enhances activating protein kinase c-prime, may blocked upregulation hsp-70.",C,Glycogen,Insulin,Apoptosis,Cholesterol
8550,"slime mold amoebas, starvation induces secretion compound, causing amoebas' walls stick together end-to-end.",A,Cyclic adenosine monophosphate,Abscisic acid,Alzheimer's disease,Transcription (genetics)
8551,"prominent ventral tegmental area, superior colliculus, arcuate nucleus, released hypothalamus inhibits prolactin secretion.",D,Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Group (mathematics),Dopamine
8552,proteins destined structures post-translationally modified include mannose-6-phosphate residues n-linked oligosaccharides.,C,Niacin,Alcohol,Lysosome,Cholesterol
205161,number changes needed convert one objects another one measured levenshtein distance.,B,Group (mathematics),String (computer science),Don Giovanni,Hamiltonian (quantum mechanics)
106878,property systematized genus brassica triangle u.,D,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Group (mathematics),Polyploid
8575,cases identifiable constriction locus xq27.3 namesake structure.,C,Group (mathematics),Georg Wilhelm Friedrich Hegel,Fragile X syndrome,Hamiltonian (quantum mechanics)
8576,"diversifying late silurian early cambrian periods, taxon arose onychophorans, walking worms.",D,Hamiltonian (quantum mechanics),Group (mathematics),Georg Wilhelm Friedrich Hegel,Arthropod
8577,n(6)-methylation [enn six meth-uh-lay-shun] chemical mediated dam methylase many bacteria.,D,Georg Wilhelm Friedrich Hegel,Group (mathematics),Hamiltonian (quantum mechanics),Adenine
8578,"complex containing cdc27 master regulator stage, whose notable molecular events include degradation geminin ubiquitin-mediated destruction cyclin b.",C,Adenosine triphosphate,Glycogen,Anaphase,Glycolysis
8579,"scientists postulated highly-deacetylated form could increase crop yields, approximately 10 gigatons produced year naturally.",B,Group (mathematics),Chitin,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics)
205193,form spectroscopy utilizing x-rays effect complementary auger spectroscopy used measure binding energies atoms.,C,Don Giovanni,Hamiltonian (quantum mechanics),Photoelectric effect,Group (mathematics)
8587,"primary constituents sodium glycocholate sodium taurocholate, cholecystokinin primary stimulus release sphincter oddi.",A,Bile,Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Group (mathematics)
8588,"deacetylases proteins recruited sin3, binds upstream repression sequences transcriptional regulation.",D,Microtubule,Amino acid,Antibody,Histone
8589,"structure's unmyelinated fibers surround fourth ventricle odd white matter lies outside, gray matter lies inside.",C,Group (mathematics),Don Giovanni,Medulla oblongata,Hamiltonian (quantum mechanics)
8590,"common, commercially available example catalysts m-mulv [emm-mulf].",A,Reverse transcriptase,Hamiltonian (quantum mechanics),Electron,Group (mathematics)
8592,heterozygous individual exhibits signs disease still scores substantially higher normal person plasma tolerance test.,D,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Group (mathematics),Phenylketonuria
8593,sleeping beauty system uses stably deliver genes rna interference mammalian cells.,B,Don Giovanni,Transposable element,Hamiltonian (quantum mechanics),Group (mathematics)
8594,"derivative compound prefixed pseudo- important modifier t-arm trna, fluorine derivative used inhibit enzyme thy-mi-dyl-ate syn-thase, effects essential use chemotherapy.",C,Group (mathematics),Don Giovanni,Uracil,Hamiltonian (quantum mechanics)
8596,"aplasia organ may occur digeorge syndrome, tumors originating organ often occur patients myasthenia gravis.",B,Georg Wilhelm Friedrich Hegel,Thymus,Hamiltonian (quantum mechanics),Group (mathematics)
8597,"infection anaerobic gram-positive rod causes disease, mediated plasmid-produced toxin.",C,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Tetanus,Group (mathematics)
8598,"histological features disease include characteristic curschmann spirals, charcot-leydon [shar-co lai-don] crystals, eosinophilic infiltration, major observation found disease increase reid index.",B,Group (mathematics),Asthma,Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel
8599,electrical currents driven proton gradients symport amino acids structures provide signaling regard apical localization.,A,Hypha,Group (mathematics),Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel
8600,classified three types papillae distinguished horny reticular layers tongue de lingua.,C,G. E. Moore,Group (mathematics),Marcello Malpighi,Hamiltonian (quantum mechanics)
8601,discovered frederick addicott 1963.,C,Arrow's impossibility theorem,Georg Wilhelm Friedrich Hegel,Abscisic acid,Hamiltonian (quantum mechanics)
8602,"initially discovered electron microscopy adenovirus sequences mouse beta-globin gene, may contributed speeding evolution eukaryotic proteins increasing probability favorable recombination events.",D,Group (mathematics),Don Giovanni,Hamiltonian (quantum mechanics),Intron
205213,partial derivative quantity temperature respect temperature equals minus enthalpy divided temperature squared.,C,Group (mathematics),Hamiltonian (quantum mechanics),Gibbs free energy,Don Giovanni
8606,"structures may dimerize, forming g-quartets, may mediate process recombination.",B,Cholesterol,Telomere,Microtubule,Glycolysis
8607,"sweet-tasting compound first isolated drechsel 1889, structure determined 1902.",A,Lysine,Group (mathematics),Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics)
8608,"upper apo-physic growth area irritated repetitive stress, attached tendons become inflamed osgood-schlatter disease.",B,Group (mathematics),Tibia,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics)
8610,"one system classification divides minor, replication-dependent, replication-independent types.",D,Adenosine triphosphate,Infrared spectroscopy,Wittig reaction,Histone
8611,"pathway's first enzyme, transcarbomylase, requires input carbomyl phosphate.",A,Urea cycle,Hamiltonian (quantum mechanics),Group (mathematics),Johann Wolfgang von Goethe
8613,"pelizaeus-merzbacher disease caused recessive mutation gene long arm x-chromosome code plp1, responsible generation feature oligodendrocytes central nervous system.",C,Hamiltonian (quantum mechanics),Group (mathematics),Myelin sheath gap,Don Giovanni
8614,first atomic structure one published ban et al.,D,Arrhenius equation,Bose-Einstein condensate,Electron,Ribosome
205223,"""black widow"" one structures slowly destroying binary companion.",A,Pulsar,Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Group (mathematics)
8616,maleficent system allows tool used stably mammalian cells.,B,Infrared spectroscopy,RNA interference,Abscisic acid,Adenosine triphosphate
8617,"deficiency compound result skin lesions known casal's necklaces, well diarrhea dermatitis.",A,Niacin,Group (mathematics),Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics)
8620,"transcription factor chemicals repressed della received namesake ""-insensitive dwarf mutant 1"" complex.",A,Gibberellin,Infrared spectroscopy,Alzheimer's disease,Polymerase chain reaction
8621,"likely key regulator process alg-2, calcium-binding protein.",D,Georg Wilhelm Friedrich Hegel,Group (mathematics),Hamiltonian (quantum mechanics),Apoptosis
8623,"race type process special case anchored type, utilizes universal linker.",A,Polymerase chain reaction,Hamiltonian (quantum mechanics),Group (mathematics),Georg Wilhelm Friedrich Hegel
8624,"brodsky berman determined chemical's structure, includes sheath stabilizing ordered water molecules.",A,Collagen,Glycogen,Cholesterol,Niacin
